Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Influenza,States,Tennessee,2019,Race/Ethnicity ,Hispanic,NR*,NR*,76
Influenza,States,Utah,2019,Race/Ethnicity ,Hispanic,70.9,63.1 to 77.9,261
Influenza,States,Virginia,2019,Race/Ethnicity ,Hispanic,68.2,53.2 to 80.8,114
Influenza,States,Washington,2019,Race/Ethnicity ,Hispanic,73.0,66.2 to 79.1,202
Influenza,States,Wisconsin,2019,Race/Ethnicity ,Hispanic,73.0,65.2 to 79.9,158
Influenza,States,Wyoming,2019,Race/Ethnicity ,Hispanic,77.6,62.2 to 88.9,59
Influenza,States,Alaska,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",54.7,48.7 to 60.6,341
Influenza,States,Arkansas,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Colorado,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,72
Influenza,States,Delaware,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",46.8,32.9 to 61.1,54
Influenza,States,Georgia,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,61
Influenza,States,Hawaii,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",45.3,41.0 to 49.6,864
Influenza,States,Illinois,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.1,39.1 to 63.1,91
Influenza,States,Maine,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maryland,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",40.2,29.5 to 51.6,114
Influenza,States,Massachusetts,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.3,62.3 to 73.9,412
Influenza,States,Michigan,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",48.5,35.9 to 61.2,93
Influenza,States,Minnesota,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.0,54.3 to 72.9,205
Influenza,States,Missouri,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,42
Influenza,States,Nebraska,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.8,46.0 to 57.6,301
Influenza,States,New Jersey,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",42.0,35.2 to 49.0,238
Influenza,States,New Mexico,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.7,54.2 to 72.4,129
Influenza,States,New York,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",37.6,30.4 to 45.2,253
Influenza,States,NY-City of New York,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",37.6,30.4 to 45.2,253
Influenza,States,Ohio,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",37.7,26.3 to 50.1,107
Influenza,States,Oklahoma,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",43.5,33.7 to 53.6,314
Influenza,States,Oregon,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",52.4,43.2 to 61.5,267
Influenza,States,Pennsylvania,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,60
Influenza,National,United States,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",48.7,46.4 to 51.0,5001
Influenza,States,Rhode Island,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",58.5,48.1 to 68.3,112
Influenza,States,Tennessee,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,34
Influenza,States,Utah,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",47.0,32.3 to 62.1,73
Influenza,States,Vermont,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",76.3,64.0 to 86.1,65
Influenza,States,Washington,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.3,62.9 to 75.2,344
Influenza,States,West Virginia,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.3,53.6 to 68.6,229
Influenza,States,Wyoming,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,75
Influenza,States,Alaska,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.9,60.2 to 69.4,567
Influenza,States,Arkansas,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Colorado,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,70
Influenza,States,Delaware,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",58.2,45.0 to 70.6,66
Influenza,States,Georgia,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,36
Influenza,States,Hawaii,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.3,46.7 to 55.9,849
Influenza,States,Illinois,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.7,53.4 to 73.2,114
Influenza,States,Iowa,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maine,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maryland,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.5,40.8 to 62.1,125
Influenza,States,Massachusetts,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",75.1,68.4 to 81.0,392
Influenza,States,Michigan,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,75
Influenza,States,Minnesota,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.2,51.7 to 70.1,317
Influenza,States,Missouri,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",40.2,26.5 to 55.1,60
Influenza,States,Nebraska,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.1,63.0 to 74.7,391
Influenza,States,New Hampshire,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,33
Influenza,States,New Jersey,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",44.3,36.0 to 52.9,161
Influenza,States,New Mexico,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.4,65.8 to 78.3,232
Influenza,States,New York,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",52.7,45.3 to 60.0,312
Influenza,States,NY-City of New York,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",50.0,41.8 to 58.2,229
Influenza,States,NY-Rest of state,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,83
Influenza,States,Oklahoma,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",59.3,48.6 to 69.4,302
Influenza,States,Oregon,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.2,60.8 to 71.3,531
Influenza,States,Pennsylvania,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",47.3,33.3 to 61.6,66
Influenza,National,United States,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",56.6,54.3 to 58.9,5763
Influenza,States,Rhode Island,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",74.3,64.1 to 82.8,104
Influenza,States,Tennessee,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Utah,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,76
Influenza,States,Vermont,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.5,53.1 to 78.2,65
Influenza,States,Washington,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.7,60.0 to 72.9,384
Influenza,States,West Virginia,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.5,55.4 to 71.1,228
Influenza,States,Wyoming,2013,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.0,50.7 to 79.2,117
Influenza,States,Alabama,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Alaska,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.7,64.7 to 74.3,506
Influenza,States,Connecticut,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",65.6,59.6 to 71.3,270
Influenza,States,Delaware,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.4,60.0 to 84.3,59
Influenza,States,Hawaii,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",53.1,48.2 to 58.0,769
Influenza,States,Illinois,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.1,51.3 to 70.3,127
Influenza,States,Iowa,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maine,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,31
Influenza,States,Maryland,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.0,50.8 to 70.5,138
Influenza,States,Massachusetts,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.3,62.8 to 75.3,422
Influenza,States,Missouri,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",58.9,44.0 to 72.7,64
Influenza,States,Nebraska,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",65.6,59.4 to 71.4,386
Influenza,States,New Hampshire,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,30
Influenza,States,New Jersey,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.2,44.0 to 58.4,223
Influenza,States,New Mexico,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",75.4,68.6 to 81.4,217
Influenza,States,New York,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",57.8,50.9 to 64.5,286
Influenza,States,NY-City of New York,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",59.8,52.5 to 66.8,221
Influenza,States,NY-Rest of state,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,65
Influenza,States,Ohio,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",46.8,33.2 to 60.7,92
Influenza,States,Oklahoma,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",56.5,46.5 to 66.1,317
Influenza,States,Pennsylvania,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.7,50.7 to 77.1,76
Influenza,National,United States,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.3,59.0 to 63.6,5120
Influenza,States,Rhode Island,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",85.0,76.2 to 91.5,116
Influenza,States,Tennessee,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,34
Influenza,States,Utah,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",67.9,54.1 to 79.7,75
Influenza,States,Vermont,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.1,54.2 to 76.7,75
Influenza,States,Washington,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",75.6,69.3 to 81.2,429
Influenza,States,West Virginia,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",70.5,62.9 to 77.3,231
Influenza,States,Wyoming,2014,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,88
Influenza,States,Alabama,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Alaska,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.1,59.1 to 68.8,533
Influenza,States,Arkansas,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Colorado,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.0,49.7 to 75.0,113
Influenza,States,Connecticut,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.8,66.6 to 78.4,236
Influenza,States,Delaware,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.0,51.4 to 78.6,58
Influenza,States,Hawaii,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.7,57.0 to 66.2,775
Influenza,States,Illinois,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.4,52.9 to 74.8,105
Influenza,States,Iowa,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Louisiana,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,45
Influenza,States,Maine,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maryland,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.0,52.0 to 73.1,117
Influenza,States,Massachusetts,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",79.3,72.7 to 84.9,288
Influenza,States,Michigan,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.3,47.6 to 73.8,76
Influenza,States,Missouri,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",50.2,36.2 to 64.2,66
Influenza,States,Nebraska,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.4,68.4 to 78.0,351
Influenza,States,New Hampshire,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,49
Influenza,States,New Jersey,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",56.2,48.9 to 63.3,216
Influenza,States,New Mexico,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",75.8,69.4 to 81.4,210
Influenza,States,New York,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",59.7,53.0 to 66.2,312
Influenza,States,NY-City of New York,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",58.1,50.9 to 65.0,236
Influenza,States,NY-Rest of state,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,76
Influenza,States,Ohio,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",44.0,29.7 to 59.0,97
Influenza,States,Oklahoma,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",50.2,41.2 to 59.1,340
Influenza,States,Oregon,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.6,69.6 to 77.3,539
Influenza,States,Pennsylvania,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.5,58.6 to 85.3,63
Influenza,National,United States,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.0,58.6 to 63.4,5825
Influenza,States,Tennessee,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,40
Influenza,States,Texas,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",44.5,32.1 to 57.4,82
Influenza,States,Utah,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.5,54.3 to 80.6,82
Influenza,States,Vermont,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",56.6,46.5 to 66.3,118
Influenza,States,Virginia,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.8,57.6 to 84.9,72
Influenza,States,Washington,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.9,67.1 to 78.2,426
Influenza,States,West Virginia,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.6,61.6 to 76.8,208
Influenza,States,Wyoming,2015,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",71.0,54.6 to 84.2,90
Influenza,States,Alaska,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",62.3,57.3 to 67.1,544
Influenza,States,Arkansas,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Colorado,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",70.5,58.0 to 81.1,107
Influenza,States,Connecticut,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",70.4,65.1 to 75.3,320
Influenza,States,Delaware,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",53.1,39.8 to 66.1,72
Influenza,States,Hawaii,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",62.4,57.1 to 67.5,663
Influenza,States,Illinois,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",76.9,67.1 to 84.9,119
Influenza,States,Iowa,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Louisiana,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maine,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,31
Influenza,States,Maryland,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",55.1,43.5 to 66.3,113
Influenza,States,Massachusetts,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",83.0,76.9 to 88.1,304
Influenza,States,Michigan,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",65.9,54.8 to 75.9,108
Influenza,States,Missouri,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",57.2,42.9 to 70.7,65
Influenza,States,Nebraska,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",74.9,69.7 to 79.6,340
Influenza,States,New Hampshire,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,30
Influenza,States,New Jersey,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.9,57.7 to 69.8,277
Influenza,States,New Mexico,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.9,66.4 to 80.5,164
Influenza,States,New York,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",62.4,56.0 to 68.5,333
Influenza,States,NY-City of New York,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.2,54.4 to 67.7,248
Influenza,States,NY-Rest of state,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",65.0,50.4 to 77.8,85
Influenza,States,Oklahoma,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",54.6,49.6 to 59.5,610
Influenza,States,Pennsylvania,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.2,54.4 to 80.0,86
Influenza,National,United States,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.8,62.4 to 67.2,5637
Influenza,States,Rhode Island,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.2,63.7 to 81.3,126
Influenza,States,Texas,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.8,49.1 to 73.4,122
Influenza,States,Utah,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",67.4,52.5 to 80.1,78
Influenza,States,Vermont,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",67.9,56.0 to 78.3,75
Influenza,States,Virginia,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,74
Influenza,States,Washington,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.3,62.8 to 75.3,465
Influenza,States,West Virginia,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.4,61.6 to 76.4,226
Influenza,States,Wyoming,2016,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,89
Influenza,States,Alabama,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Alaska,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.4,59.2 to 69.4,458
Influenza,States,Colorado,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.9,50.9 to 75.6,74
Influenza,States,Connecticut,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.7,63.6 to 73.5,356
Influenza,States,Delaware,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",58.7,47.2 to 69.5,91
Influenza,States,Georgia,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,50
Influenza,States,Illinois,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.8,62.1 to 81.9,102
Influenza,States,Iowa,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,34
Influenza,States,Kansas,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",80.3,66.2 to 90.4,76
Influenza,States,Kentucky,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,42
Influenza,States,Louisiana,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maine,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,33
Influenza,States,Maryland,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.7,51.0 to 75.1,96
Influenza,States,Massachusetts,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",79.2,72.4 to 85.0,320
Influenza,States,Michigan,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.9,40.7 to 62.9,123
Influenza,States,Missouri,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",57.8,43.9 to 70.9,73
Influenza,States,Montana,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.9,62.2 to 75.0,223
Influenza,States,New Hampshire,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,35
Influenza,States,New Jersey,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",53.8,47.2 to 60.3,254
Influenza,States,New Mexico,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",75.4,67.9 to 81.9,156
Influenza,States,New York,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.8,62.2 to 74.9,315
Influenza,States,NY-City of New York,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.9,61.9 to 75.3,232
Influenza,States,NY-Rest of state,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.6,53.2 to 81.5,83
Influenza,States,North Carolina,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.5,48.7 to 76.7,75
Influenza,States,North Dakota,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.6,63.4 to 80.6,214
Influenza,States,Oklahoma,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",49.0,43.3 to 54.7,549
Influenza,States,Pennsylvania,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.0,53.0 to 77.5,91
Influenza,States,Puerto Rico,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,National,United States,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.9,62.6 to 67.1,5437
Influenza,States,Rhode Island,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.7,55.3 to 76.8,112
Influenza,States,South Dakota,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.8,58.9 to 68.5,431
Influenza,States,Utah,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,76
Influenza,States,Vermont,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.0,59.4 to 82.5,72
Influenza,States,Virginia,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,69
Influenza,States,Washington,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",71.4,64.9 to 77.3,449
Influenza,States,West Virginia,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.8,65.9 to 79.0,237
Influenza,States,Wyoming,2017,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",67.8,52.8 to 80.5,72
Influenza,States,Alabama,2018,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Alaska,2018,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",66.3,61.5 to 70.9,483
Influenza,States,Arkansas,2018,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,32
Influenza,States,Colorado,2018,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",71.3,55.2 to 84.2,60
Influenza,States,Connecticut,2018,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",74.3,69.1 to 79.0,316
Influenza,States,Delaware,2018,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.6,60.8 to 82.5,79
